name,address,category,overall_rating,review_count,website,google_maps_url,lat,lng,author,review_rating,review_text,relative_time,date_retrieved,calculated_date,review_id
Starbucks Rochester Park,"37 Rochester Dr, Singapore 138640",Cafe,4.2,884,"https://www.google.com/viewer/chooseprovider?mid=/g/1ptz59fj2&g2lbs=AIBNGdXdFuEHBLz8_IqHJcow5oFNXiCLGCZbJZrPid45MjixFEP0xtm96dpUC2jpZZ-iMuDqPy8dYPq36ysf_32jQkouX04oBFwK7VwbD6534uGWZ5cx7hA%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=49OJaaGRBI-W4-EPwoKFKA&ei=49OJaaGRBI-W4-EPwoKFKA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+Rochester+Park/data=!4m7!3m6!1s0x31da1a42d7bd244f:0xb1f74757fe683809!8m2!3d1.305518!4d103.7877582!16s%2Fg%2F1ptz59fj2!19sChIJTyS910Ia2jERCTho_ldH97E?authuser=0&hl=en&rclk=1,1.305518,103.7877582,Orange,1,Mobile order took 11 min to complete though the app states 3-7 min. Only 2 person working. There’s a queue.,2 months ago,2026-02-09,2025-12-11 20:32:56.603141,Ci9DQUlRQUNvZENodHljRjlvT2s5WExYbHhlRUZSYlU1UVV6WnJVVXR4TTB4dFQxRRAB
Starbucks Rochester Park,"37 Rochester Dr, Singapore 138640",Cafe,4.2,884,"https://www.google.com/viewer/chooseprovider?mid=/g/1ptz59fj2&g2lbs=AIBNGdXdFuEHBLz8_IqHJcow5oFNXiCLGCZbJZrPid45MjixFEP0xtm96dpUC2jpZZ-iMuDqPy8dYPq36ysf_32jQkouX04oBFwK7VwbD6534uGWZ5cx7hA%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=49OJaaGRBI-W4-EPwoKFKA&ei=49OJaaGRBI-W4-EPwoKFKA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+Rochester+Park/data=!4m7!3m6!1s0x31da1a42d7bd244f:0xb1f74757fe683809!8m2!3d1.305518!4d103.7877582!16s%2Fg%2F1ptz59fj2!19sChIJTyS910Ia2jERCTho_ldH97E?authuser=0&hl=en&rclk=1,1.305518,103.7877582,Jay Rin,1,"Ordered an Emperor’s Cloud (grande) and a venti hot water, but both were served in the same grande cup. When questioned, the staff insisted the smaller cup was “venti” and even pressured me to pay for it. This is unacceptable – misleading customers and refusing to acknowledge mistakes. Totally unprofessional and reflects poorly on the Starbucks brand.",4 months ago,2026-02-09,2025-10-12 20:32:56.603564,Ci9DQUlRQUNvZENodHljRjlvT2s5M1ZWZG1kVXBQZUhWTFkxTldWazFuWkcxWlYyYxAB
Starbucks Rochester Park,"37 Rochester Dr, Singapore 138640",Cafe,4.2,884,"https://www.google.com/viewer/chooseprovider?mid=/g/1ptz59fj2&g2lbs=AIBNGdXdFuEHBLz8_IqHJcow5oFNXiCLGCZbJZrPid45MjixFEP0xtm96dpUC2jpZZ-iMuDqPy8dYPq36ysf_32jQkouX04oBFwK7VwbD6534uGWZ5cx7hA%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=49OJaaGRBI-W4-EPwoKFKA&ei=49OJaaGRBI-W4-EPwoKFKA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+Rochester+Park/data=!4m7!3m6!1s0x31da1a42d7bd244f:0xb1f74757fe683809!8m2!3d1.305518!4d103.7877582!16s%2Fg%2F1ptz59fj2!19sChIJTyS910Ia2jERCTho_ldH97E?authuser=0&hl=en&rclk=1,1.305518,103.7877582,SB Lee,4,"Starbucks Rochester Park is a hidden gem! Located in a two-storey colonial-style black & white bungalow, it has plenty of seating, including a lovely open-air balcony on the second floor surrounded by greenery. Perfect for a peaceful coffee break!

Great spot to relax, work, or catch up with friends.",10 months ago,2026-02-09,2025-04-15 20:32:56.603588,ChZDSUhNMG9nS0VJQ0FnTURRal9iOUt3EAE
Starbucks Rochester Park,"37 Rochester Dr, Singapore 138640",Cafe,4.2,884,"https://www.google.com/viewer/chooseprovider?mid=/g/1ptz59fj2&g2lbs=AIBNGdXdFuEHBLz8_IqHJcow5oFNXiCLGCZbJZrPid45MjixFEP0xtm96dpUC2jpZZ-iMuDqPy8dYPq36ysf_32jQkouX04oBFwK7VwbD6534uGWZ5cx7hA%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=49OJaaGRBI-W4-EPwoKFKA&ei=49OJaaGRBI-W4-EPwoKFKA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+Rochester+Park/data=!4m7!3m6!1s0x31da1a42d7bd244f:0xb1f74757fe683809!8m2!3d1.305518!4d103.7877582!16s%2Fg%2F1ptz59fj2!19sChIJTyS910Ia2jERCTho_ldH97E?authuser=0&hl=en&rclk=1,1.305518,103.7877582,Jonathan Chandra,1,"Extremely disappointed at this Starbucks. Had the matcha latte for $8.50. Firstly, the matcha latte was very very disappointing: never had matcha latte that tasted more like a bad concoction of water and matcha powder. The place itself is very nice: tucked away behind rows of colonial bungalows and greeneries. However, it was very run down. The wifi portal was not working: I could not login through my phone as the portal did not show me the login button. I had to wait for the staffs to show up at the counter before my drinks order were processed. It is sad as this place has a very great potential given its location, only if they step up their game.",Edited a month ago,2026-02-09,,Ci9DQUlRQUNvZENodHljRjlvT21wdVExcFhZbEJEZFd0R01qQmpiRGh4U0hONVlYYxAB
Starbucks Rochester Park,"37 Rochester Dr, Singapore 138640",Cafe,4.2,884,"https://www.google.com/viewer/chooseprovider?mid=/g/1ptz59fj2&g2lbs=AIBNGdXdFuEHBLz8_IqHJcow5oFNXiCLGCZbJZrPid45MjixFEP0xtm96dpUC2jpZZ-iMuDqPy8dYPq36ysf_32jQkouX04oBFwK7VwbD6534uGWZ5cx7hA%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=49OJaaGRBI-W4-EPwoKFKA&ei=49OJaaGRBI-W4-EPwoKFKA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks+Rochester+Park/data=!4m7!3m6!1s0x31da1a42d7bd244f:0xb1f74757fe683809!8m2!3d1.305518!4d103.7877582!16s%2Fg%2F1ptz59fj2!19sChIJTyS910Ia2jERCTho_ldH97E?authuser=0&hl=en&rclk=1,1.305518,103.7877582,Oswald Huang,5,"Lovely place with lovely drinks and lovely atmosphere for a chat with friends. Lots of students grinding hard on a Sunday afternoon, really inspiring.",6 months ago,2026-02-09,2025-08-13 20:32:56.603621,Ci9DQUlRQUNvZENodHljRjlvT2tOS1IyeFBTbGRuZW1wS1pFMDNTRTlsVTNacE5HYxAB
Starbucks,"4 Science Drive 2, Singapore, 01, Singapore 117544",Cafe,4.1,28,"https://www.google.com/viewer/chooseprovider?mid=/g/11j2dnnmf2&g2lbs=AIBNGdUFtHwDBrVbs8AcIeX-Ejc9ZRt39d5GX9OiBZfqIsjqxKF4Iy1hT4XAc2usAJjoQGy0Me3aOWlpycs2ACaPsJP_aKb2bIi6LNnhFmK7S1S7_PJcjI8%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=7tOJafDUHr-w4-EPiIHW6Ag&ei=7tOJafDUHr-w4-EPiIHW6Ag&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x31da1bfae9f4da59:0x307235e3c7f02469!8m2!3d1.2959007!4d103.7800795!16s%2Fg%2F11j2dnnmf2!19sChIJWdr06fob2jERaSTwx-M1cjA?authuser=0&hl=en&rclk=1,1.2959007,103.7800795,Nishadi Banduthilaka,5,"One of the best Starbucks outlets I’ve been to! The staff are incredibly friendly and welcoming. Their warm smiles and cute little messages on my drink always brighten my day. Fast, efficient, and genuinely heartwarming service every time!",Edited 6 months ago,2026-02-09,,ChZDSUhNMG9nS0VJQ0FnSUR2a3RieVdnEAE
Starbucks,"4 Science Drive 2, Singapore, 01, Singapore 117544",Cafe,4.1,28,"https://www.google.com/viewer/chooseprovider?mid=/g/11j2dnnmf2&g2lbs=AIBNGdUFtHwDBrVbs8AcIeX-Ejc9ZRt39d5GX9OiBZfqIsjqxKF4Iy1hT4XAc2usAJjoQGy0Me3aOWlpycs2ACaPsJP_aKb2bIi6LNnhFmK7S1S7_PJcjI8%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=7tOJafDUHr-w4-EPiIHW6Ag&ei=7tOJafDUHr-w4-EPiIHW6Ag&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x31da1bfae9f4da59:0x307235e3c7f02469!8m2!3d1.2959007!4d103.7800795!16s%2Fg%2F11j2dnnmf2!19sChIJWdr06fob2jERaSTwx-M1cjA?authuser=0&hl=en&rclk=1,1.2959007,103.7800795,Yuqi Wang,5,"Had a great experience at this Starbucks! Staff member Ezriq was incredibly friendly—always smiling and showing such a positive attitude. His warm service really made my visit more enjoyable. Great coffee, and even better hospitality. Keep it",6 months ago,2026-02-09,2025-08-13 20:32:56.603653,Ci9DQUlRQUNvZENodHljRjlvT25oeGVFeFplamhyYjBwdVRWTlZNbGhpTTJvelRXYxAB
Starbucks,"4 Science Drive 2, Singapore, 01, Singapore 117544",Cafe,4.1,28,"https://www.google.com/viewer/chooseprovider?mid=/g/11j2dnnmf2&g2lbs=AIBNGdUFtHwDBrVbs8AcIeX-Ejc9ZRt39d5GX9OiBZfqIsjqxKF4Iy1hT4XAc2usAJjoQGy0Me3aOWlpycs2ACaPsJP_aKb2bIi6LNnhFmK7S1S7_PJcjI8%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=7tOJafDUHr-w4-EPiIHW6Ag&ei=7tOJafDUHr-w4-EPiIHW6Ag&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x31da1bfae9f4da59:0x307235e3c7f02469!8m2!3d1.2959007!4d103.7800795!16s%2Fg%2F11j2dnnmf2!19sChIJWdr06fob2jERaSTwx-M1cjA?authuser=0&hl=en&rclk=1,1.2959007,103.7800795,Leigh,5,the drinks here are pretty standard for starbies but the staff here are super sweet and friendly! there's a nice seating area around the location too :),2 months ago,2026-02-09,2025-12-11 20:32:56.603666,Ci9DQUlRQUNvZENodHljRjlvT2pSQlowbGxVV3hOTmtFMlRYUkliRkZ3UW1aNVpXYxAB
Starbucks,"4 Science Drive 2, Singapore, 01, Singapore 117544",Cafe,4.1,28,"https://www.google.com/viewer/chooseprovider?mid=/g/11j2dnnmf2&g2lbs=AIBNGdUFtHwDBrVbs8AcIeX-Ejc9ZRt39d5GX9OiBZfqIsjqxKF4Iy1hT4XAc2usAJjoQGy0Me3aOWlpycs2ACaPsJP_aKb2bIi6LNnhFmK7S1S7_PJcjI8%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=7tOJafDUHr-w4-EPiIHW6Ag&ei=7tOJafDUHr-w4-EPiIHW6Ag&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x31da1bfae9f4da59:0x307235e3c7f02469!8m2!3d1.2959007!4d103.7800795!16s%2Fg%2F11j2dnnmf2!19sChIJWdr06fob2jERaSTwx-M1cjA?authuser=0&hl=en&rclk=1,1.2959007,103.7800795,Salman Jaffer,5,"Lovely staff, well made coffee, fair prices",a year ago,2026-02-09,2025-02-09 20:32:56.603678,ChdDSUhNMG9nS0VJQ0FnSURQNUozVDBBRRAB
Starbucks,"4 Science Drive 2, Singapore, 01, Singapore 117544",Cafe,4.1,28,"https://www.google.com/viewer/chooseprovider?mid=/g/11j2dnnmf2&g2lbs=AIBNGdUFtHwDBrVbs8AcIeX-Ejc9ZRt39d5GX9OiBZfqIsjqxKF4Iy1hT4XAc2usAJjoQGy0Me3aOWlpycs2ACaPsJP_aKb2bIi6LNnhFmK7S1S7_PJcjI8%3D&hl=en-SG&gl=sg&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=7tOJafDUHr-w4-EPiIHW6Ag&ei=7tOJafDUHr-w4-EPiIHW6Ag&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x31da1bfae9f4da59:0x307235e3c7f02469!8m2!3d1.2959007!4d103.7800795!16s%2Fg%2F11j2dnnmf2!19sChIJWdr06fob2jERaSTwx-M1cjA?authuser=0&hl=en&rclk=1,1.2959007,103.7800795,Michelle Yeoh,5,Best prices in SG with comfy environment and aesthetically appealing surroundings. Only open during weekdays till 7pm,a year ago,2026-02-09,2025-02-09 20:32:56.603693,ChdDSUhNMG9nS0VJQ0FnSUM3MXJuQzlBRRAB
